qid,category,correct,tone,model,run,num_options,response_raw,extracted,extraction_failed,timestamp
4315,chemistry,False,Rude,gemini-3,1,10,C,C,False,2026-02-08T14:37:06.305938
10532,computer science,False,Rude,gemini-3,1,10,I,I,False,2026-02-08T14:37:06.305938
7329,economics,True,Rude,gemini-3,1,10,B,B,False,2026-02-08T14:37:06.305938
11862,engineering,False,Rude,gemini-3,1,10,I,I,False,2026-02-08T14:37:06.305938
6089,health,True,Rude,gemini-3,1,10,B,B,False,2026-02-08T14:37:06.305938
4942,history,True,Rude,gemini-3,1,10,F,F,False,2026-02-08T14:37:06.305938
1200,law,True,Rude,gemini-3,1,7,D,D,False,2026-02-08T14:37:06.305938
8058,math,True,Rude,gemini-3,1,10,I,I,False,2026-02-08T14:37:06.305938
2926,biology,True,Very Rude,gemini-3,1,10,I,I,False,2026-02-08T14:37:08.624770
586,business,False,Very Rude,gemini-3,1,10,D,D,False,2026-02-08T14:37:08.624770
4315,chemistry,True,Very Rude,gemini-3,1,10,J,J,False,2026-02-08T14:37:08.624770
10532,computer science,False,Very Rude,gemini-3,1,10,I,I,False,2026-02-08T14:37:08.624770
7329,economics,True,Very Rude,gemini-3,1,10,B,B,False,2026-02-08T14:37:08.624770
11862,engineering,False,Very Rude,gemini-3,1,10,I,I,False,2026-02-08T14:37:08.625772
6089,health,True,Very Rude,gemini-3,1,10,B,B,False,2026-02-08T14:37:08.625772
4942,history,True,Very Rude,gemini-3,1,10,F,F,False,2026-02-08T14:37:08.625772
1200,law,True,Very Rude,gemini-3,1,7,D,D,False,2026-02-08T14:37:08.625772
8058,math,True,Very Rude,gemini-3,1,10,I,I,False,2026-02-08T14:37:08.625772
